ngành,cá_nhân_khớp_ròng,tổ_chức_trong_nước_khớp_ròng,tự_doanh_khớp_ròng,nước_ngoài_khớp_ròng,cá_nhân_thỏa_thuận_ròng,tổ_chức_trong_nước_thỏa_thuận_ròng,tự_doanh_thỏa_thuận_ròng,nước_ngoài_thỏa_thuận_ròng,cá_nhân_tổng_gt_ròng,tổ_chức_trong_nước_tổng_gt_ròng,tự_doanh_tổng_gt_ròng,nước_ngoài_tổng_gt_ròng,ngày
Ngân hàng L2,-209176893602.0,134270754000.0,29284540000.0,45621599602.0,-53121600000.0,53121600000.0,0.0,0.0,-262298493602.0,187392354000.0,29284540000.0,45621599601.0,2023-01-16
Hàng & Dịch vụ Công nghiệp L2,11236934951.0,-35570702000.0,21099210000.0,3234557050.0,-327823131000.0,327823131000.0,0.0,0.0,-316586196050.0,292252429000.0,21099210000.0,3234557050.0,2023-01-17
Y tế L2,456365600.0,-980247800.0,-454000.0,524336200.0,0.0,0.0,0.0,0.0,456365600.0,-980247800.0,-454000.0,524336200.0,2023-01-17
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-17
Truyền thông L2,-31003600.0,31510000.0,0.0,-506400.0,0.0,0.0,0.0,0.0,-31003600.0,31510000.0,0.0,-506400.0,2023-01-17
Hàng cá nhân & Gia dụng L2,-783906998.0,-9978758000.0,5152750000.0,5609915000.0,0.0,0.0,0.0,0.0,-783906998.0,-9978758000.0,5152750000.0,5609915000.0,2023-01-17
Ô tô và phụ tùng L2,-1264382700.0,-205568000.0,0.0,1469950700.0,0.0,0.0,0.0,0.0,-1264382700.0,-205568000.0,0.0,1469950700.0,2023-01-17
Bán lẻ L2,-1538821400.0,-4463873000.0,9122785000.0,-3120090600.0,0.0,0.0,0.0,0.0,-1538821400.0,-4463873000.0,9122785000.0,-3120090600.0,2023-01-17
"Điện, nước & xăng dầu khí đốt L2",-1833159550.0,-8439660000.0,-1178180000.0,11450999550.0,0.0,0.0,0.0,0.0,-1833159550.0,-8439660000.0,-1178180000.0,11450999550.0,2023-01-17
Xây dựng và Vật liệu L2,-5224712820.0,-2625561750.0,-6757000.0,7857031570.0,194430905000.0,-194430905000.0,0.0,0.0,189206192180.0,-197056466750.0,-6757000.0,7857031570.0,2023-01-17
Bảo hiểm L2,-6188330001.0,470685000.0,571305000.0,5146340000.0,0.0,0.0,0.0,0.0,-6188330001.0,470685000.0,571305000.0,5146340000.0,2023-01-17
Du lịch và Giải trí L2,-19462193000.0,-3653947000.0,9700210000.0,13415930000.0,0.0,0.0,0.0,0.0,-19462193000.0,-3653947000.0,9700210000.0,13415930000.0,2023-01-17
Dầu khí L2,-22580695550.0,3857052900.0,978245000.0,17745397650.0,0.0,0.0,0.0,0.0,-22580695550.0,3857052900.0,978245000.0,17745397650.0,2023-01-17
Công nghệ Thông tin L2,-30657583300.0,9969597000.0,20443020000.0,244966300.0,47082800.0,-47082800.0,0.0,0.0,-30610500500.0,9922514200.0,20443020000.0,244966300.0,2023-01-17
Hóa chất L2,-56284593500.0,-8226898000.0,4938670000.0,59572821500.0,0.0,0.0,0.0,0.0,-56284593500.0,-8226898000.0,4938670000.0,59572821500.0,2023-01-17
Thực phẩm và đồ uống L2,-94435231383.0,-18877211560.0,37046343000.0,76266099940.0,-12260919800.0,4060200000.0,-8120400000.0,16321119800.0,-106696151182.0,-14817011560.0,28925943000.0,92587219740.0,2023-01-17
Bất động sản L2,-165938652931.0,25910030400.0,43134760000.0,96893862530.0,-6895000000.0,5299000000.0,1596000000.0,0.0,-172833652931.0,31209030400.0,44730760000.0,96893862530.0,2023-01-17
Dịch vụ tài chính L2,-173776635500.0,-37519848000.0,35870525000.0,175425958500.0,0.0,52585800000.0,-52585800000.0,0.0,-173776635500.0,15065952000.0,-16715275000.0,175425958500.0,2023-01-17
Ngân hàng L2,-225912386552.0,18169873000.0,82399777000.0,125342736550.0,0.0,-16222400000.0,16222400000.0,0.0,-225912386551.0,1947473000.0,98622177000.0,125342736550.0,2023-01-17
Tài nguyên Cơ bản L2,-373407993600.0,163801934000.0,26674800000.0,182931259600.0,-3420000000.0,-3262500000.0,6682500000.0,0.0,-376827993600.0,160539434000.0,33357300000.0,182931259600.0,2023-01-17
Hàng & Dịch vụ Công nghiệp L2,14637878999.0,-19746967000.0,2612015000.0,2497073000.0,0.0,0.0,0.0,0.0,14637878999.0,-19746967000.0,2612015000.0,2497073000.0,2023-01-18
Hàng cá nhân & Gia dụng L2,5085804999.0,-11983656000.0,2220040000.0,4677811000.0,0.0,0.0,0.0,0.0,5085804999.0,-11983656000.0,2220040000.0,4677811000.0,2023-01-18
Hóa chất L2,1636627500.0,616898000.0,4513500000.0,-6767025500.0,0.0,0.0,0.0,0.0,1636627500.0,616898000.0,4513500000.0,-6767025500.0,2023-01-18
Y tế L2,1518361000.0,-793565000.0,17370000.0,-742166000.0,0.0,0.0,0.0,0.0,1518361000.0,-793565000.0,17370000.0,-742166000.0,2023-01-18
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-18
Truyền thông L2,-39763000.0,-4130000.0,0.0,43893000.0,0.0,0.0,0.0,0.0,-39763000.0,-4130000.0,0.0,43893000.0,2023-01-18
Ô tô và phụ tùng L2,-181345000.0,-146349000.0,-326355000.0,654049000.0,0.0,0.0,0.0,0.0,-181345000.0,-146349000.0,-326355000.0,654049000.0,2023-01-18
"Điện, nước & xăng dầu khí đốt L2",-3896873500.0,6810557000.0,-4131245000.0,1217561500.0,0.0,0.0,0.0,0.0,-3896873500.0,6810557000.0,-4131245000.0,1217561500.0,2023-01-18
Bảo hiểm L2,-11050520950.0,290295000.0,2797090000.0,7963135950.0,0.0,0.0,0.0,0.0,-11050520950.0,290295000.0,2797090000.0,7963135950.0,2023-01-18
Dầu khí L2,-14545234700.0,8616775000.0,569070000.0,5359389700.0,0.0,0.0,0.0,0.0,-14545234700.0,8616775000.0,569070000.0,5359389700.0,2023-01-18
Bán lẻ L2,-14921772100.0,3868791000.0,2477535000.0,8575446100.0,0.0,0.0,0.0,0.0,-14921772100.0,3868791000.0,2477535000.0,8575446100.0,2023-01-18
Du lịch và Giải trí L2,-30532011000.0,7635601000.0,4380520000.0,18515890000.0,3320500000.0,-3320500000.0,0.0,0.0,-27211511000.0,4315101000.0,4380520000.0,18515890000.0,2023-01-18
Xây dựng và Vật liệu L2,-31679305403.0,11645371400.0,-3069555000.0,23103489000.0,128170200000.0,-128170200000.0,0.0,0.0,96490894598.0,-116524828600.0,-3069555000.0,23103489000.0,2023-01-18
Công nghệ Thông tin L2,-44934128000.0,38917477000.0,4663510000.0,1353141000.0,0.0,0.0,0.0,0.0,-44934128000.0,38917477000.0,4663510000.0,1353141000.0,2023-01-18
Tài nguyên Cơ bản L2,-68251663498.0,4649719000.0,16537035000.0,47064909500.0,0.0,12600000000.0,-12600000000.0,0.0,-68251663498.0,17249719000.0,3937035000.0,47064909500.0,2023-01-18
Thực phẩm và đồ uống L2,-105683780001.0,34708732000.0,15367327000.0,55607721000.0,-25329540000.0,0.0,0.0,25329540000.0,-131013320001.0,34708732000.0,15367327000.0,80937261000.0,2023-01-18
Bất động sản L2,-118334422271.0,19119667600.0,6588890000.0,92625864670.0,-38704000000.0,0.0,0.0,38704000000.0,-157038422271.0,19119667600.0,6588890000.0,131329864670.0,2023-01-18
Dịch vụ tài chính L2,-241207970550.0,-6260936500.0,-7873229000.0,255342136050.0,0.0,32159100000.0,-32159100000.0,0.0,-241207970550.0,25898163500.0,-40032329000.0,255342136050.0,2023-01-18
Ngân hàng L2,-258442333954.0,87528560000.0,54325770000.0,116588003950.0,3804000000.0,-3804000000.0,0.0,0.0,-254638333953.0,83724560000.0,54325770000.0,116588003950.0,2023-01-18
Tài nguyên Cơ bản L2,145157894650.0,-114669389000.0,-3428135000.0,-27060370650.0,0.0,0.0,0.0,0.0,145157894650.0,-114669389000.0,-3428135000.0,-27060370650.0,2023-01-19
Hóa chất L2,27001899499.0,-1155806000.0,4184725000.0,-30030818500.0,0.0,0.0,0.0,0.0,27001899499.0,-1155806000.0,4184725000.0,-30030818500.0,2023-01-19
Hàng cá nhân & Gia dụng L2,21765244803.0,-143217000.0,-2684243000.0,-18937784800.0,0.0,0.0,0.0,0.0,21765244803.0,-143217000.0,-2684243000.0,-18937784800.0,2023-01-19
"Điện, nước & xăng dầu khí đốt L2",12981377101.0,-1090270100.0,-10676252000.0,-1214855000.0,0.0,0.0,0.0,0.0,12981377101.0,-1090270100.0,-10676252000.0,-1214855000.0,2023-01-19
Ô tô và phụ tùng L2,172512000.0,-287986000.0,0.0,115474000.0,0.0,0.0,0.0,0.0,172512000.0,-287986000.0,0.0,115474000.0,2023-01-19
Truyền thông L2,107132000.0,-109552000.0,0.0,2420000.0,0.0,0.0,0.0,0.0,107132000.0,-109552000.0,0.0,2420000.0,2023-01-19
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-19
Y tế L2,-763571000.0,-54137000.0,0.0,817708000.0,0.0,0.0,0.0,0.0,-763571000.0,-54137000.0,0.0,817708000.0,2023-01-19
Bảo hiểm L2,-10294900000.0,-853435000.0,765490000.0,10382845000.0,0.0,0.0,0.0,0.0,-10294900000.0,-853435000.0,765490000.0,10382845000.0,2023-01-19
Dầu khí L2,-18947600001.0,-267835000.0,1120790000.0,18094645000.0,0.0,0.0,0.0,0.0,-18947600001.0,-267835000.0,1120790000.0,18094645000.0,2023-01-19
Du lịch và Giải trí L2,-19425810000.0,218682000.0,3196570000.0,16010558000.0,0.0,0.0,0.0,0.0,-19425810000.0,218682000.0,3196570000.0,16010558000.0,2023-01-19
Công nghệ Thông tin L2,-21864828000.0,20521031000.0,421070000.0,922727000.0,0.0,0.0,0.0,0.0,-21864828000.0,20521031000.0,421070000.0,922727000.0,2023-01-19
Bán lẻ L2,-35893835450.0,11137876000.0,-5633965000.0,30389924450.0,0.0,0.0,0.0,0.0,-35893835450.0,11137876000.0,-5633965000.0,30389924450.0,2023-01-19
Hàng & Dịch vụ Công nghiệp L2,-39072103749.0,20988086000.0,-509260000.0,18593277750.0,0.0,0.0,0.0,0.0,-39072103749.0,20988086000.0,-509260000.0,18593277750.0,2023-01-19
Xây dựng và Vật liệu L2,-39542816190.0,12972666000.0,-2070000000.0,28640150190.0,0.0,0.0,0.0,0.0,-39542816190.0,12972666000.0,-2070000000.0,28640150190.0,2023-01-19
Thực phẩm và đồ uống L2,-123850853700.0,1044529000.0,12932910000.0,109873414700.0,0.0,0.0,0.0,0.0,-123850853700.0,1044529000.0,12932910000.0,109873414700.0,2023-01-19
Bất động sản L2,-188667324800.0,11812725450.0,1256420000.0,175598179350.0,-283000000.0,283000000.0,0.0,0.0,-188950324800.0,12095725450.0,1256420000.0,175598179350.0,2023-01-19
Dịch vụ tài chính L2,-232208191819.0,9101313920.0,7459657000.0,215647220900.0,0.0,-39004400000.0,30814400000.0,8190000000.0,-232208191819.0,-29903086080.0,38274057000.0,223837220900.0,2023-01-19
Ngân hàng L2,-348493630901.0,69480020799.0,38224487000.0,240789123100.0,14351400000.0,-4999400000.0,-9352000000.0,0.0,-334142230901.0,64480620799.0,28872487000.0,240789123100.0,2023-01-19
Hóa chất L2,48871722800.0,-8329891000.0,253665000.0,-40795496800.0,0.0,0.0,0.0,0.0,48871722800.0,-8329891000.0,253665000.0,-40795496800.0,2023-01-27
Thực phẩm và đồ uống L2,18144828951.0,-599420850.0,19063640000.0,-36609048100.0,0.0,0.0,0.0,0.0,18144828951.0,-599420850.0,19063640000.0,-36609048100.0,2023-01-27
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-27
Truyền thông L2,-149694001.0,135774000.0,0.0,13920000.0,0.0,0.0,0.0,0.0,-149694001.0,135774000.0,0.0,13920000.0,2023-01-27
Y tế L2,-680508199.0,-52883000.0,0.0,733391200.0,0.0,0.0,0.0,0.0,-680508199.0,-52883000.0,0.0,733391200.0,2023-01-27
Ô tô và phụ tùng L2,-2837078149.0,-73954850.0,-1814000.0,2912847000.0,0.0,0.0,0.0,0.0,-2837078149.0,-73954850.0,-1814000.0,2912847000.0,2023-01-27
Bảo hiểm L2,-4938287501.0,150395000.0,198350000.0,4589542500.0,0.0,0.0,0.0,0.0,-4938287501.0,150395000.0,198350000.0,4589542500.0,2023-01-27
Dầu khí L2,-6651556949.0,-49410400.0,435927000.0,6265040350.0,0.0,0.0,0.0,0.0,-6651556949.0,-49410400.0,435927000.0,6265040350.0,2023-01-27
Du lịch và Giải trí L2,-13158461501.0,-1195314000.0,5196943000.0,9156832500.0,0.0,0.0,0.0,0.0,-13158461501.0,-1195314000.0,5196943000.0,9156832500.0,2023-01-27
Hàng cá nhân & Gia dụng L2,-16769603001.0,-33381838100.0,49192111000.0,959330100.0,0.0,0.0,0.0,0.0,-16769603001.0,-33381838100.0,49192111000.0,959330100.0,2023-01-27
"Điện, nước & xăng dầu khí đốt L2",-17730746401.0,-14681407600.0,4725328000.0,27686826000.0,0.0,0.0,0.0,0.0,-17730746401.0,-14681407600.0,4725328000.0,27686826000.0,2023-01-27
Hàng & Dịch vụ Công nghiệp L2,-24734811000.0,-13414572000.0,30648580000.0,7500803000.0,0.0,0.0,0.0,0.0,-24734811000.0,-13414572000.0,30648580000.0,7500803000.0,2023-01-27
Xây dựng và Vật liệu L2,-44568317971.0,11292883570.0,2306354000.0,30969080400.0,7080000000.0,0.0,0.0,-7080000000.0,-37488317971.0,11292883570.0,2306354000.0,23889080400.0,2023-01-27
Công nghệ Thông tin L2,-64614894522.0,2618998120.0,56609263000.0,5386633400.0,0.0,0.0,0.0,0.0,-64614894522.0,2618998120.0,56609263000.0,5386633400.0,2023-01-27
Bán lẻ L2,-87080358501.0,-260933000.0,35757100000.0,51584191500.0,-6384000000.0,6384000000.0,0.0,0.0,-93464358501.0,6123067000.0,35757100000.0,51584191500.0,2023-01-27
Tài nguyên Cơ bản L2,-141630570550.0,-40845419500.0,9330501000.0,173145489050.0,1025000000.0,0.0,0.0,-1025000000.0,-140605570550.0,-40845419500.0,9330501000.0,172120489050.0,2023-01-27
Ngân hàng L2,-155634759151.0,56936302200.0,198092401000.0,-99393944050.0,-26800000000.0,18400000000.0,8400000000.0,0.0,-182434759151.0,75336302200.0,206492401000.0,-99393944050.0,2023-01-27
Dịch vụ tài chính L2,-182665443140.0,-11782587100.0,11771496000.0,182676534240.0,0.0,10200000.0,-10200000.0,0.0,-182665443140.0,-11772387100.0,11761296000.0,182676534240.0,2023-01-27
Bất động sản L2,-216497398401.0,-14809712250.0,27826623000.0,203480487650.0,0.0,0.0,0.0,0.0,-216497398401.0,-14809712250.0,27826623000.0,203480487650.0,2023-01-27
Thực phẩm và đồ uống L2,45315508851.0,-20423720750.0,-5416512000.0,-19475276100.0,16841955900.0,0.0,0.0,-16841955900.0,62157464751.0,-20423720750.0,-5416512000.0,-36317232000.0,2023-01-30
Hóa chất L2,33051737300.0,-8539313000.0,4947795000.0,-29460219300.0,0.0,0.0,0.0,0.0,33051737300.0,-8539313000.0,4947795000.0,-29460219300.0,2023-01-30
Hàng & Dịch vụ Công nghiệp L2,21057543001.0,-23275846900.0,1024259000.0,1194044900.0,0.0,0.0,0.0,0.0,21057543001.0,-23275846900.0,1024259000.0,1194044900.0,2023-01-30
Bất động sản L2,12025369869.0,-15199265620.0,-9258902000.0,12432797751.0,0.0,2532750000.0,-2532750000.0,0.0,12025369869.0,-12666515620.0,-11791652000.0,12432797751.0,2023-01-30
Xây dựng và Vật liệu L2,10821528449.0,11479655700.0,-1109323000.0,-21191861150.0,0.0,0.0,0.0,0.0,10821528450.0,11479655700.0,-1109323000.0,-21191861150.0,2023-01-30
Du lịch và Giải trí L2,5973181201.0,-1302362300.0,-1878147000.0,-2792671900.0,0.0,0.0,0.0,0.0,5973181201.0,-1302362300.0,-1878147000.0,-2792671901.0,2023-01-30
Hàng cá nhân & Gia dụng L2,3215319873.0,-6062004570.0,6665565000.0,-3818880300.0,0.0,0.0,0.0,0.0,3215319873.0,-6062004570.0,6665565000.0,-3818880300.0,2023-01-30
Dầu khí L2,1101923000.0,-2489730000.0,-1222518000.0,2610325000.0,0.0,0.0,0.0,0.0,1101923000.0,-2489730000.0,-1222518000.0,2610325000.0,2023-01-30
Y tế L2,301035000.0,-657468000.0,-90000.0,356523000.0,0.0,0.0,0.0,0.0,301035000.0,-657468000.0,-90000.0,356523000.0,2023-01-30
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-30
Truyền thông L2,-67372000.0,66805000.0,0.0,567000.0,0.0,0.0,0.0,0.0,-67372000.0,66805000.0,0.0,567000.0,2023-01-30
Ô tô và phụ tùng L2,-288129399.0,-145447000.0,-112000.0,433688400.0,0.0,0.0,0.0,0.0,-288129399.0,-145447000.0,-112000.0,433688400.0,2023-01-30
Bảo hiểm L2,-6917536050.0,411975000.0,-1134830000.0,7640391050.0,0.0,0.0,0.0,0.0,-6917536050.0,411975000.0,-1134830000.0,7640391050.0,2023-01-30
"Điện, nước & xăng dầu khí đốt L2",-19573585750.0,-20024650400.0,-1058807000.0,40657043150.0,0.0,0.0,0.0,0.0,-19573585750.0,-20024650400.0,-1058807000.0,40657043150.0,2023-01-30
Công nghệ Thông tin L2,-21007885000.0,12999008000.0,7319530000.0,689347000.0,0.0,0.0,0.0,0.0,-21007885000.0,12999008000.0,7319530000.0,689347000.0,2023-01-30
Bán lẻ L2,-24499303050.0,-5243032000.0,-1014605000.0,30756940050.0,0.0,0.0,0.0,0.0,-24499303050.0,-5243032000.0,-1014605000.0,30756940050.0,2023-01-30
Ngân hàng L2,-97713922799.0,511452600.0,34086625000.0,63115845200.0,1335650000.0,-1335650000.0,0.0,0.0,-96378272799.0,-824197400.0,34086625000.0,63115845200.0,2023-01-30
Dịch vụ tài chính L2,-122598443401.0,-58603281000.0,-251045216000.0,432246940400.0,0.0,136497376000.0,-136497376000.0,0.0,-122598443401.0,77894095000.0,-387542592000.0,432246940400.0,2023-01-30
Tài nguyên Cơ bản L2,-182999037300.0,-47193267250.0,-16875950000.0,247068254550.0,37200000.0,-37200000.0,0.0,0.0,-182961837300.0,-47230467250.0,-16875950000.0,247068254550.0,2023-01-30
Thực phẩm và đồ uống L2,193481820242.0,-11919945840.0,2346875000.0,-183908749400.0,-3110000000.0,3110000000.0,0.0,0.0,190371820242.0,-8809945840.0,2346875000.0,-183908749399.0,2023-01-31
Hóa chất L2,124667866300.0,-41226069000.0,1886326000.0,-85328123300.0,2010000000.0,-2010000000.0,0.0,0.0,126677866300.0,-43236069000.0,1886326000.0,-85328123300.0,2023-01-31
Bất động sản L2,71749582752.0,-17721968200.0,-1672790000.0,-52354824550.0,-2743500000.0,5281410000.0,-2537910000.0,0.0,69006082752.0,-12440558200.0,-4210700000.0,-52354824550.0,2023-01-31
Ngân hàng L2,46157699800.0,-58278302200.0,-7635891000.0,19756493400.0,-8635000000.0,8635000000.0,0.0,0.0,37522699800.0,-49643302200.0,-7635891000.0,19756493400.0,2023-01-31
Hàng cá nhân & Gia dụng L2,16038342000.0,-16762160500.0,-2309271000.0,3033089500.0,0.0,-23252563400.0,0.0,23252563400.0,16038342000.0,-40014723900.0,-2309271000.0,26285652900.0,2023-01-31
Xây dựng và Vật liệu L2,10522988053.0,429640000.0,-6900000.0,-10945728050.0,0.0,0.0,0.0,0.0,10522988053.0,429640000.0,-6900000.0,-10945728050.0,2023-01-31
Dầu khí L2,5453153500.0,8423610000.0,-5074190000.0,-8802573500.0,0.0,0.0,0.0,0.0,5453153500.0,8423610000.0,-5074190000.0,-8802573500.0,2023-01-31
"Điện, nước & xăng dầu khí đốt L2",2055803400.0,-4513605400.0,-1946908000.0,4404710000.0,0.0,0.0,0.0,0.0,2055803400.0,-4513605400.0,-1946908000.0,4404710000.0,2023-01-31
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-01-31
Truyền thông L2,-3211000.0,3211000.0,0.0,0.0,0.0,0.0,0.0,0.0,-3211000.0,3211000.0,0.0,0.0,2023-01-31
Y tế L2,-839152000.0,58159000.0,0.0,780993000.0,0.0,0.0,0.0,0.0,-839152000.0,58159000.0,0.0,780993000.0,2023-01-31
Ô tô và phụ tùng L2,-879695710.0,-858532000.0,0.0,1738227710.0,0.0,0.0,0.0,0.0,-879695710.0,-858532000.0,0.0,1738227710.0,2023-01-31
Du lịch và Giải trí L2,-2738514899.0,1667883000.0,1683180000.0,-612548100.0,-3696750000.0,3696750000.0,0.0,0.0,-6435264899.0,5364633000.0,1683180000.0,-612548100.0,2023-01-31
Công nghệ Thông tin L2,-6196063449.0,11654720000.0,-5339120000.0,-119536550.0,79629910800.0,0.0,0.0,-79629910800.0,73433847351.0,11654720000.0,-5339120000.0,-79749447350.0,2023-01-31
Bảo hiểm L2,-6634730000.0,-911450000.0,70115000.0,7476065000.0,0.0,0.0,0.0,0.0,-6634730000.0,-911450000.0,70115000.0,7476065000.0,2023-01-31
Hàng & Dịch vụ Công nghiệp L2,-17621421701.0,19977908500.0,6820940000.0,-9177426800.0,0.0,0.0,0.0,0.0,-17621421701.0,19977908500.0,6820940000.0,-9177426800.0,2023-01-31
Bán lẻ L2,-25962059789.0,15556194790.0,-2038975000.0,12444840000.0,0.0,0.0,0.0,0.0,-25962059789.0,15556194790.0,-2038975000.0,12444840000.0,2023-01-31
Dịch vụ tài chính L2,-45602754150.0,-52762453800.0,35473567000.0,62891640950.0,0.0,2775950000.0,-2775950000.0,0.0,-45602754150.0,-49986503800.0,32697617000.0,62891640950.0,2023-01-31
Tài nguyên Cơ bản L2,-141114712551.0,-26836720000.0,-6571091000.0,174522523550.0,-2645000000.0,4517600000.0,-2967600000.0,1095000000.0,-143759712551.0,-22319120000.0,-9538691000.0,175617523550.0,2023-01-31
Bất động sản L2,290476875831.0,-51099220680.0,-72048415000.0,-167329240150.0,0.0,3749386000.0,-837500000.0,-2911886000.0,290476875831.0,-47349834680.0,-72885915000.0,-170241126150.0,2023-02-01
Thực phẩm và đồ uống L2,130343418801.0,14424048350.0,-61235800000.0,-83531667150.0,-6901523200.0,0.0,0.0,6901523200.0,123441895601.0,14424048350.0,-61235800000.0,-76630143950.0,2023-02-01
Hóa chất L2,105880351000.0,-15410424000.0,-699385000.0,-89770542000.0,361200.0,-361200.0,3600000.0,-3600000.0,105880712200.0,-15410785200.0,-695785000.0,-89774142000.0,2023-02-01
Bán lẻ L2,83218878000.0,-69695243000.0,-19488345000.0,5964710000.0,0.0,0.0,0.0,0.0,83218878000.0,-69695243000.0,-19488345000.0,5964710000.0,2023-02-01
Du lịch và Giải trí L2,26061992401.0,-3540188000.0,-14440900000.0,-8080904400.0,-7861515000.0,7861515000.0,0.0,0.0,18200477401.0,4321327000.0,-14440900000.0,-8080904400.0,2023-02-01
Công nghệ Thông tin L2,24390116950.0,-8670945300.0,-17107700000.0,1388528350.0,0.0,0.0,0.0,0.0,24390116950.0,-8670945300.0,-17107700000.0,1388528350.0,2023-02-01
Xây dựng và Vật liệu L2,23258302301.0,-10937948000.0,507535000.0,-12827889300.0,0.0,0.0,0.0,0.0,23258302302.0,-10937948000.0,507535000.0,-12827889300.0,2023-02-01
"Điện, nước & xăng dầu khí đốt L2",6281143000.0,-3768270000.0,-9961915000.0,7449042000.0,0.0,0.0,0.0,0.0,6281143000.0,-3768270000.0,-9961915000.0,7449042000.0,2023-02-01
Hàng cá nhân & Gia dụng L2,3064455232.0,-2677427000.0,-1013820000.0,626791770.0,0.0,-3352553600.0,0.0,3352553600.0,3064455231.0,-6029980600.0,-1013820000.0,3979345370.0,2023-02-01
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-02-01
Truyền thông L2,-3290701.0,988000.0,0.0,2302700.0,0.0,0.0,0.0,0.0,-3290701.0,988000.0,0.0,2302700.0,2023-02-01
Y tế L2,-460046699.0,-127201000.0,-9480000.0,596727700.0,0.0,0.0,0.0,0.0,-460046699.0,-127201000.0,-9480000.0,596727700.0,2023-02-01
Ô tô và phụ tùng L2,-7191418000.0,2204622000.0,0.0,4986796000.0,0.0,0.0,0.0,0.0,-7191418000.0,2204622000.0,0.0,4986796000.0,2023-02-01
Bảo hiểm L2,-10229939000.0,1239495000.0,-3309750000.0,12300194000.0,0.0,0.0,0.0,0.0,-10229939000.0,1239495000.0,-3309750000.0,12300194000.0,2023-02-01
Hàng & Dịch vụ Công nghiệp L2,-20191124402.0,34782328700.0,8896868000.0,-23488072300.0,0.0,0.0,0.0,0.0,-20191124401.0,34782328700.0,8896868000.0,-23488072300.0,2023-02-01
Dầu khí L2,-22328022900.0,-7591225000.0,-1064180000.0,30983427900.0,0.0,0.0,0.0,0.0,-22328022900.0,-7591225000.0,-1064180000.0,30983427900.0,2023-02-01
Ngân hàng L2,-24025795901.0,-20489514850.0,-69733961000.0,114249271750.0,350634990400.0,-350634990400.0,0.0,0.0,326609194499.0,-371124505250.0,-69733961000.0,114249271750.0,2023-02-01
Dịch vụ tài chính L2,-70826464456.0,22426112150.0,-29643915000.0,78044267309.0,0.0,-988600000.0,988600000.0,0.0,-70826464456.0,21437512150.0,-28655315000.0,78044267310.0,2023-02-01
Tài nguyên Cơ bản L2,-133609662900.0,-38180134000.0,-41251440000.0,213041236900.0,0.0,0.0,0.0,0.0,-133609662900.0,-38180134000.0,-41251440000.0,213041236900.0,2023-02-01
Truyền thông L2,14898000.0,-14898000.0,0.0,0.0,0.0,0.0,0.0,0.0,14898000.0,-14898000.0,0.0,0.0,2023-02-02
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-02-02
Y tế L2,-301409000.0,3444000.0,0.0,297965000.0,0.0,0.0,0.0,0.0,-301409000.0,3444000.0,0.0,297965000.0,2023-02-02
Ô tô và phụ tùng L2,-314675800.0,-731877000.0,0.0,1046552800.0,0.0,0.0,0.0,0.0,-314675800.0,-731877000.0,0.0,1046552800.0,2023-02-02
Hàng cá nhân & Gia dụng L2,-4272865001.0,-5860340000.0,5778680000.0,4354525000.0,0.0,0.0,0.0,0.0,-4272865001.0,-5860340000.0,5778680000.0,4354525000.0,2023-02-02
Thực phẩm và đồ uống L2,-7262441350.0,-27792739850.0,44355741000.0,-9300559800.0,0.0,-3911200000.0,3911200000.0,0.0,-7262441350.0,-31703939850.0,48266941000.0,-9300559800.0,2023-02-02
Bảo hiểm L2,-12099909850.0,2966245000.0,5257460000.0,3876204850.0,0.0,0.0,0.0,0.0,-12099909850.0,2966245000.0,5257460000.0,3876204850.0,2023-02-02
"Điện, nước & xăng dầu khí đốt L2",-13229004600.0,-6761329200.0,6965580000.0,13024753800.0,0.0,0.0,0.0,0.0,-13229004600.0,-6761329200.0,6965580000.0,13024753800.0,2023-02-02
Công nghệ Thông tin L2,-14820782001.0,-5970612400.0,20589187000.0,202207400.0,0.0,-2378000000.0,2378000000.0,0.0,-14820782001.0,-8348612400.0,22967187000.0,202207400.0,2023-02-02
Dầu khí L2,-15287480000.0,8589635000.0,972570000.0,5725275000.0,0.0,0.0,0.0,0.0,-15287480000.0,8589635000.0,972570000.0,5725275000.0,2023-02-02
Du lịch và Giải trí L2,-21917878439.0,2840291000.0,8703060000.0,10374527440.0,-18684000000.0,18684000000.0,0.0,0.0,-40601878439.0,21524291000.0,8703060000.0,10374527440.0,2023-02-02
